,label,PCA_feature_2,PCA_feature_3,PCA_feature_11,PCA_feature_13,PCA_feature_16,PCA_feature_26,PCA_feature_131,PCA_feature_135,PCA_feature_137,PCA_feature_142,PCA_feature_147,PCA_feature_153
83,0.0,-12.175535764922863,-12.208812353959619,4.19768003783518,-8.69994372938873,-0.10166298570501237,-4.4793430211451,1.7763568394002505e-15,-8.187894806610529e-16,5.273559366969494e-16,5.689893001203927e-16,8.326672684688674e-16,1.5126788710517758e-15
84,0.0,15.010857973572403,13.658269039393122,-1.7513362051622732,-4.16702427562528,1.46882402595819,3.325088636619872,7.216449660063518e-16,-2.1371793224034263e-15,-1.7208456881689926e-15,-8.881784197001252e-16,-1.1102230246251565e-16,-2.456368441983159e-15
85,0.0,-10.365402542579528,1.50643783468907,-4.663725901664343,1.4886845810142524,-2.0411361162335613,0.518478607791478,8.951173136040325e-16,1.2004286453759505e-15,2.067790383364354e-15,2.5222879340702775e-15,-1.8041124150158794e-16,6.938893903907228e-16
86,0.0,2.8794935588024764,-4.29580768333252,1.4930623659917748,1.0701273308718726,3.25167087795177,0.11199826175477916,-4.371503159461554e-16,1.3461454173580023e-15,-1.5543122344752192e-15,-1.6653345369377348e-16,1.6375789613221059e-15,-2.706168622523819e-16
87,0.0,17.923466756825906,-21.80322859546914,4.663363403601307,-1.692065503715158,5.351852615382019,1.211826636255513,2.149322386735264e-15,-1.8041124150158794e-15,-4.9960036108132044e-15,1.304512053934559e-15,-1.8041124150158794e-16,-1.6375789613221059e-15
88,0.0,-0.12052596017114503,0.06395276894649893,-1.0793665339245215,-2.3097947768878386,2.2338031508000453,-1.2737442352497943,7.7021722333370235e-16,-1.1796119636642288e-15,-1.3877787807814457e-17,9.783840404509192e-16,2.112893193739751e-15,1.5725268309729756e-15
90,0.0,-12.844065436098465,-16.40127495573509,0.051528228843110035,-3.5833889307107074,0.36830900690648016,-2.3134284241776446,2.914335439641036e-16,-2.0816681711721685e-16,9.159339953157541e-16,2.258609965721803e-15,-5.273559366969494e-16,2.636779683484747e-16
91,0.0,14.413994511328715,-10.458487690767697,0.045445959369369404,-6.196615108811754,-0.4837283570568887,-0.2508649848852206,-1.6653345369377348e-16,-3.011479954295737e-15,-4.9404924595819466e-15,1.5265566588595902e-15,1.2212453270876722e-15,2.498001805406602e-16
96,0.0,-4.364073234568227,7.735203510170001,-2.9111980272550824,-3.156705786945556,-0.4175092597757073,1.2153352004964109,6.114900252818245e-16,6.106226635438361e-16,1.915134717478395e-15,1.1379786002407855e-15,6.938893903907228e-16,1.1657341758564144e-15
98,0.0,-14.208490532189334,6.151591798416778,1.0996689910281083,-6.047365864149394,3.7652543011042208,3.9384140220359316,-2.92300905702092e-15,1.762479051592436e-15,1.8457457784393227e-15,6.210310043996969e-16,-5.759281940243e-16,-2.949029909160572e-16
99,0.0,11.420920392771613,-15.863226792467728,-6.8978498051818224,-4.681616930624841,-0.22240483484684964,-0.05112069747246556,2.2967738821932926e-15,-1.942890293094024e-15,8.326672684688674e-17,1.3877787807814457e-16,2.914335439641036e-16,4.544975507059235e-16
100,0.0,-8.665614886563844,-9.155340639769348,1.6388994859376123,2.420429351071212,1.2629453870341605,1.7991081568021123,-8.743006318923108e-16,-1.124100812432971e-15,5.065392549852277e-16,1.0477729794899915e-15,-9.26342336171615e-16,-2.914335439641036e-16
101,0.0,-10.08142595547093,-15.535425522985445,-1.5375649110991716,3.0389046372333923,-3.7192481448560346,0.6536098130156297,-1.2628786905111156e-15,-1.7069679003611782e-15,1.5126788710517758e-15,7.91033905045424e-16,2.498001805406602e-16,-3.469446951953614e-16
102,0.0,14.655793475396326,-12.328882497061757,6.567560032345946,14.77910563420058,8.595878958458727,-1.357276563682802,2.751271432899216e-15,-3.552713678800501e-15,-7.042977312465837e-15,2.6298407895808396e-15,2.2065682614424986e-15,3.406996906818449e-15
103,0.0,9.872290165961736,0.34691532393565483,0.4976405264378626,-4.23514203786757,-0.26591215065710916,2.12815430055491,1.9480944635219544e-15,4.163336342344337e-17,-1.9290125052862095e-15,1.1293049828609014e-15,2.0816681711721685e-17,-1.8041124150158794e-16
105,0.0,-0.7530569064707979,-6.9250563736931685,-0.6075345563143988,-2.7635727663964107,-3.681877962473095,-2.8825961784518195,-3.5041414214731503e-16,1.3877787807814457e-16,-4.85722573273506e-16,-7.632783294297951e-17,7.91033905045424e-16,-3.9898639947466563e-16
107,0.0,-5.42958341595144,-10.26143953446021,-1.146979482070168,-2.1889623608010096,-1.3047443249589894,0.49751675690664393,1.196959198423997e-16,7.632783294297951e-17,5.967448757360216e-16,-4.0419056990259605e-16,-7.008282842946301e-16,-1.196959198423997e-16
108,0.0,-6.756666598031513,-3.66545865792753,0.9140995331644851,-6.174515891063131,5.625185398147258,-4.003311006578748,1.3877787807814457e-16,8.049116928532385e-16,-1.4432899320127035e-15,7.771561172376096e-16,-3.608224830031759e-15,3.191891195797325e-16
110,0.0,0.734957969652632,4.739341016518467,-0.20919888094349093,-2.67014455631515,-4.491417498090469,6.0663535323128945,-1.0581813203458523e-16,6.938893903907228e-16,7.077671781985373e-16,-1.0061396160665481e-16,3.885780586188048e-16,4.0245584642661925e-16
114,0.0,-16.82242535760936,-7.051078932255688,-1.0879651763377838,-7.662241326729487,-0.4199966930994919,3.2200454122952795,3.0531133177191805e-16,-7.91033905045424e-16,1.5677563414140394e-15,1.2559397966072083e-15,-2.473715676742927e-15,8.257283745649602e-16
117,0.0,-9.387781519879585,-5.865150302006543,-1.3785164838892585,-7.135953869248581,-1.0675710190708483,-0.08793030817361654,3.157196726277789e-16,1.0998146837692957e-15,-4.527628272299467e-16,9.783840404509192e-16,7.424616477180734e-16,3.122502256758253e-16
118,0.0,-5.672640494930416,-14.776969302352793,-2.0571475919814537,-3.853514551962372,0.7879323404333275,0.9800950711800582,-5.655198531684391e-16,-1.0842021724855044e-15,6.800116025829084e-16,1.6306400674181987e-16,1.1171619185290638e-15,2.914335439641036e-16
119,0.0,1.6220084806752726,-8.557454956297741,0.8012880775983404,-0.89258044347505,1.9250062217213861,-0.6313723363455981,-4.588343593958655e-15,-2.3592239273284576e-16,-1.3461454173580023e-15,2.3314683517128287e-15,8.187894806610529e-16,8.083811398051921e-16
120,0.0,-4.928588978695757,-19.271139582913655,0.040759345243826406,-4.215405244551557,-2.013398340944314,1.7831117752577805,9.575673587391975e-16,-6.245004513516506e-16,3.608224830031759e-16,1.5681900222830336e-15,1.4432899320127035e-15,5.967448757360216e-16
