,label,PCA_feature_88,PCA_feature_11,PCA_feature_17,PCA_feature_137,PCA_feature_37,PCA_feature_3,PCA_feature_167,PCA_feature_130
22,0.0,-0.10924448752993264,-4.207612884626418,0.16765088546130613,-2.2690183065776637e-15,0.5784763544307376,20.104399981860666,-2.2950391587173158e-15,-1.9637069748057456e-15
22,1.0,0.18426837907184912,-2.912769425509732,2.9830408351701223,-2.498001805406602e-16,-0.017595567605352712,5.583871872200099,1.1102230246251565e-16,1.654926196081874e-15
23,0.0,-0.4169883937514422,-6.109493339206435,0.31063648706665953,-4.85722573273506e-17,0.07808649934544973,-3.7375628775407925,6.800116025829084e-16,6.245004513516506e-17
24,0.0,1.123351522088825,-1.665096990450639,-1.1299793629087567,-4.274358644806853e-15,-0.5024322111703954,-17.846499278551256,3.5041414214731503e-16,9.818534874028728e-16
25,1.0,0.17518254723538806,-2.1187278281392703,2.8883708900870335,-2.3626933742804113e-15,-0.7403115448734876,24.361165098354093,-5.551115123125783e-17,1.4710455076283324e-15
25,1.0,0.17518254723538737,-2.1187278281392703,2.8883708900870326,-1.9845236565174673e-15,-0.7403115448734867,24.361165098354093,-5.551115123125783e-17,1.3739009929736312e-15
26,0.0,0.706914157398832,-4.603426610423844,2.688487639883415,-2.733924198139448e-15,0.2298875397342189,-11.41705313198809,4.163336342344337e-17,-7.292777493006497e-15
27,1.0,-0.12696914441606474,0.6759000250996906,-0.39265421602681627,4.579669976578771e-16,0.8350168051853817,-9.851215768784234,9.71445146547012e-17,-2.01574867908505e-15
27,1.0,-0.12696914441606474,0.6759000250996906,-0.39265421602681627,4.579669976578771e-16,0.8350168051853817,-9.851215768784234,9.71445146547012e-17,-2.01574867908505e-15
28,0.0,-0.0631542679560445,-2.889355718171636,0.6171982036546189,4.163336342344337e-16,2.5818066598726137,-8.591042365471553,1.096345236817342e-15,-1.5959455978986625e-16
28,1.0,0.4982104717717975,3.22288738538409,0.30860841782923265,1.3600232051658168e-15,-0.16653723422495365,-8.289956994820555,2.498001805406602e-16,-1.2975731600306517e-15
28,1.0,0.4982104717717975,3.22288738538409,0.30860841782923265,1.3600232051658168e-15,-0.16653723422495365,-8.289956994820555,2.498001805406602e-16,-1.2975731600306517e-15
29,0.0,-0.3812320272057977,4.921409253032493,2.056593432490456,8.326672684688674e-17,-0.4705579308965474,-20.346723312545375,1.0269562977782698e-15,-3.8163916471489756e-17
30,0.0,0.4152771249571654,3.4356303135567705,2.5013859720712617,-5.35682609381638e-15,0.18801472032463384,-17.730683639803377,-5.551115123125783e-17,-5.793976409762536e-16
31,1.0,-0.06424161126383893,10.523051812429449,0.18254682651421905,1.0824674490095276e-15,0.14425124880247142,28.400592042314344,1.27675647831893e-15,2.7824964554667986e-15
31,1.0,-0.06424161126383893,10.523051812429449,0.18254682651421905,1.0824674490095276e-15,0.14425124880247142,28.400592042314344,1.27675647831893e-15,2.7824964554667986e-15
31,1.0,-0.06424161126383901,10.523051812429443,0.18254682651421927,1.3600232051658168e-15,0.14425124880247087,28.400592042314344,1.27675647831893e-15,2.838874968436045e-15
31,0.0,-0.8571560797101175,11.667186900283964,-2.537269377339259,-2.5951463200613034e-15,-1.3948645413543477,-11.600185746176145,-1.7069679003611782e-15,-5.48172618408671e-16
31,1.0,-0.06424161126383901,10.523051812429443,0.18254682651421927,1.3600232051658168e-15,0.14425124880247087,28.400592042314344,1.27675647831893e-15,2.838874968436045e-15
32,1.0,-0.025211632310703183,-4.317953944224562,3.8769463116482568,-2.0261570199409107e-15,2.7159550275890254,9.041232632746945,-4.163336342344337e-16,1.5890067039947553e-15
32,1.0,-0.025211632310703183,-4.317953944224562,3.8769463116482568,-2.0261570199409107e-15,2.7159550275890254,9.041232632746945,-4.163336342344337e-16,1.5890067039947553e-15
32,0.0,2.112296381186216,1.4407661400183343,-4.242863118148435,2.921274333544943e-15,-2.848098178173071,4.409790772587039,1.3877787807814457e-16,1.4432899320127035e-15
33,0.0,0.13868160481033032,0.5591902856947444,-0.39633887026871567,-4.3576253716537394e-15,-0.07723537495517782,-15.87009947503762,2.220446049250313e-16,-3.01126311386124e-15
34,1.0,-0.42998721929952777,0.3786153697061766,-2.9742865639142333,1.0269562977782698e-15,-1.5850332396060116,-6.457842165809492,1.1102230246251565e-16,-1.734723475976807e-17
34,1.0,-0.42998721929952777,0.3786153697061766,-2.9742865639142333,1.0269562977782698e-15,-1.5850332396060116,-6.457842165809492,1.1102230246251565e-16,-1.734723475976807e-17
35,1.0,-0.14020219533500128,-6.055533065404568,1.6559714903917735,1.85268467234323e-15,0.2187008066670194,2.2328647999089735,5.273559366969494e-16,1.2871648191747909e-15
35,0.0,0.2145120779561731,3.402780841041685,1.6614168277671404,-2.1788126858268697e-15,4.9058553256338,-10.85169600276934,1.1102230246251565e-16,3.122502256758253e-17
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15
36,1.0,-0.21007059239892262,-2.324823305405968,1.5082057051085196,2.345346139520643e-15,0.1495063283374639,0.8500235896777295,2.8796409701215e-16,1.547373340571312e-15
36,0.0,-0.18782940489042715,-4.67181300384086,-2.045102503094095,-2.095545958979983e-15,-2.3107653127970886,-8.787468534058771,1.5178830414797062e-16,-1.5265566588595902e-16
37,0.0,-0.4995788472167464,0.8416446030533562,-0.1126010476314041,-6.522560269672795e-15,0.6858805075761234,-26.344194859298504,2.636779683484747e-16,-1.8561541192951836e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15
37,1.0,-0.09808773095669593,-9.131132846659357,4.497801696780574,4.343747583845925e-15,-1.937636123684972,10.104147205694346,2.1094237467877974e-15,1.4849232954361469e-15
38,0.0,0.4010802604039233,0.12260448734479679,0.48212323253301337,-5.754077769815069e-15,-0.1873838145277185,-15.532180223345668,-5.273559366969494e-16,-1.6653345369377348e-16
39,0.0,-0.25729489441098174,0.17358559241832278,1.9894134252592073,-2.3939183968479938e-15,3.4289897216323704,-13.790424337362024,-4.163336342344337e-17,2.609024107869118e-15
39,1.0,-0.2737680505628053,-3.139715414430063,1.129037060146628,1.3322676295501878e-15,-0.8775400173410454,4.88467343590033,-5.551115123125783e-17,3.5735303605122226e-16
39,1.0,-0.2737680505628056,-3.1397154144300643,1.1290370601466282,1.4710455076283324e-15,-0.8775400173410451,4.88467343590033,-5.551115123125783e-17,4.0072112295064244e-16
40,0.0,0.31792726689748785,-2.7045750196343956,2.5595755051317077,-2.4702462297909733e-15,-1.8194659140005007,-15.038301473938585,-8.673617379884035e-17,-1.1362438767648086e-16
40,1.0,0.5901842654354057,-4.578652545531947,2.363199283861945,-4.163336342344337e-16,0.3033108123747156,5.0187940603001575,-4.163336342344337e-16,7.91033905045424e-16
42,1.0,-0.33307812878145976,-5.326851263216093,0.708300755638318,1.7618285302889447e-16,0.11432855643736028,7.164108531674248,-8.049116928532385e-16,4.510281037539698e-16
42,0.0,-1.2038447477444085,-0.09327439257783432,-4.220297489119372,4.440892098500626e-16,-0.033999265798386746,0.031002139493060632,-2.220446049250313e-16,1.394717674685353e-15
43,1.0,-0.6862939653830133,8.635893189247756,4.458650145950824,4.052314039881821e-15,-3.903215306473595,17.981707542649684,-9.575673587391975e-16,2.6558616417204917e-15
43,0.0,0.4669784994550829,8.56837526391913,2.0492377783891125,-9.853229343548264e-16,-1.2046819081157703,-16.637853520610708,2.220446049250313e-16,-9.332812300755222e-16
44,1.0,-0.5531972960822004,0.26220652627858587,-2.44125338763294,1.2073675392798577e-15,-0.5598105075193486,-6.034961255859477,2.0122792321330962e-16,2.0122792321330962e-16
44,1.0,-0.5531972960822011,0.2622065262785851,-2.44125338763294,3.469446951953614e-16,-0.5598105075193472,-6.034961255859477,2.0122792321330962e-16,6.678685382510707e-16
45,1.0,1.0531454742517927,-4.622999322677256,-0.11727416577153363,6.25888230132432e-15,0.08064315840867775,13.371016365950656,5.898059818321144e-16,0.0
45,0.0,-0.7759306739311801,0.18618168685368608,3.5773978084465607,-2.7200464103316335e-15,0.4584545726920215,-19.985448932288158,7.494005416219807e-16,-4.551914400963142e-15
46,0.0,0.6089715026246391,7.918598491857006,1.472813210242122,-2.095545958979983e-15,-1.3808505664388662,-13.195662800614464,-9.71445146547012e-17,-7.73686670285656e-16
46,1.0,0.6883869705812911,-2.8179521550835767,-1.9344447811069108,2.7408630920433552e-15,-0.012702239917469993,-1.3274422276653124,-3.0531133177191805e-16,5.065392549852277e-16
47,1.0,-0.07196244276004288,-3.0110492359810275,-2.2795942114720518,3.191891195797325e-15,1.379086633618356,6.039110676133834,6.106226635438361e-16,-1.2975731600306517e-15
47,1.0,-0.07196244276004243,-3.0110492359810266,-2.279594211472051,3.4139358007223564e-15,1.3790866336183565,6.039110676133833,6.106226635438361e-16,-1.2906342661267445e-15
47,1.0,-0.07196244276004288,-3.0110492359810275,-2.2795942114720518,3.191891195797325e-15,1.379086633618356,6.039110676133834,6.106226635438361e-16,-1.2975731600306517e-15
48,1.0,-0.25780046793659517,-1.9451639405342753,-0.7811988522457038,-1.3877787807814457e-17,0.13304955724820133,-8.74863652418431,1.5265566588595902e-16,7.528699885739343e-16
48,0.0,-0.11914127511696035,-3.9398424603433924,-6.328338161594964,-2.5118795932144167e-15,-1.2631450704640375,-8.220424200669882,-3.3306690738754696e-16,-1.4224732503009818e-15
49,1.0,0.8044417944929713,-7.713225715075502,-2.343953057897836,1.915134717478395e-15,2.7793737623364043,-4.996571986639237,7.849623728795052e-16,1.0130785099704553e-15
49,0.0,-0.4129211934703472,6.736797106665048,-2.6245059878777073,2.636779683484747e-16,-0.8151565699630368,26.684518191388186,1.5265566588595902e-15,2.0122792321330962e-16
51,1.0,0.11856000645185738,1.3086567313656485,-2.987551798358062,1.3877787807814457e-17,-0.30011496027135687,0.6846072129129537,-7.112366251504909e-16,2.7755575615628914e-16
51,0.0,-0.7925932955990946,14.862524463734083,2.8279284720207976,-4.385380947269368e-15,-0.5424168147306917,-14.526775968102797,-1.429412144204889e-15,-2.636779683484747e-16
51,1.0,0.11856000645185738,1.3086567313656485,-2.987551798358062,1.3877787807814457e-17,-0.30011496027135687,0.6846072129129537,-7.112366251504909e-16,2.7755575615628914e-16
52,1.0,0.3807333539351005,0.015274500364117483,0.6191363260794902,2.5118795932144167e-15,-2.980610627346513,9.502110793336595,-1.960237527853792e-16,1.797173521111972e-15
52,1.0,0.3807333539351005,0.015274500364117483,0.6191363260794902,2.5118795932144167e-15,-2.980610627346513,9.502110793336595,-1.960237527853792e-16,1.797173521111972e-15
52,0.0,0.09166299200397623,5.721319594916945,6.438947021203486,1.0824674490095276e-15,3.6874406328152034,-16.89147853476024,-2.498001805406602e-16,-1.394717674685353e-15
53,0.0,0.2617914034078041,-0.1691556268430252,3.222128943424262,-5.245803791353865e-15,-0.34523368381612485,-15.568637986050824,-3.774758283725532e-15,-2.0747292772682613e-15
53,1.0,0.024684360708454083,-8.320970571898451,-2.1385832381890433,4.385380947269368e-15,-0.2937060117873956,0.08686683499913765,3.86843335142828e-15,-2.67841304690819e-15
53,1.0,0.024684360708455318,-8.320970571898453,-2.1385832381890384,4.676814491233472e-15,-0.293706011787393,0.0868668349991373,3.86843335142828e-15,-2.768618667658984e-15
54,1.0,-0.5471704783843263,-1.486386810667443,-0.7758862453693417,1.8041124150158794e-15,0.7443265324246406,0.04863408711700934,2.983724378680108e-16,1.1544584732625651e-15
54,0.0,-0.8089278123490022,-1.7442738919222545,-1.3257807716523893,-2.0816681711721685e-16,-0.4037360015184422,-1.638889279750155,-2.636779683484747e-16,3.226585665316861e-16
54,1.0,-0.5471704783843263,-1.486386810667443,-0.7758862453693417,1.8041124150158794e-15,0.7443265324246406,0.04863408711700934,2.983724378680108e-16,1.1544584732625651e-15
55,0.0,-0.2678622237662681,-2.7309912608562357,-5.710388161572473,1.4988010832439613e-15,-1.132264393815201,-13.191058714205047,-2.7755575615628914e-17,-2.671474153004283e-16
56,0.0,-0.1765064591645231,-2.3877957533525964,-0.2902604246060406,-1.4988010832439613e-15,0.21026505746455537,0.3049076012266324,-2.1163626406917047e-16,-2.8102520310824275e-16
57,1.0,0.08866193368904318,-3.439082461045768,-0.17825464312687817,4.163336342344337e-16,0.4586043214534091,6.687300150192008,1.3739009929736312e-15,1.6583956430338276e-15
57,1.0,0.08866193368904318,-3.439082461045768,-0.17825464312687817,4.163336342344337e-16,0.4586043214534091,6.687300150192008,1.3739009929736312e-15,1.6583956430338276e-15
57,1.0,0.08866193368904318,-3.439082461045768,-0.17825464312687817,4.163336342344337e-16,0.4586043214534091,6.687300150192008,1.3739009929736312e-15,1.6583956430338276e-15
57,1.0,0.08866193368904318,-3.439082461045768,-0.17825464312687817,4.163336342344337e-16,0.4586043214534091,6.687300150192008,1.3739009929736312e-15,1.6583956430338276e-15
58,0.0,0.4883453421597932,-3.8617543905959213,1.9037156964271664,3.219646771412954e-15,1.8831029802449226,-0.2071029071835866,-3.0531133177191805e-16,-4.2327252813834093e-16
59,1.0,0.1138187871704395,7.274119631133951,-3.1364243758794537,-1.0547118733938987e-15,-2.7142049874422063,17.830552447771655,-6.314393452555578e-16,2.796374243274613e-15
60,0.0,0.3774055663907682,10.482212709486596,-5.341385881876082,-5.84601811404184e-16,-0.9004429050455491,-4.136049388344492,-1.9845236565174673e-15,-3.25434124093249e-15
60,1.0,-1.0399269080207374,0.6844596649862795,-1.4325098351745762,3.469446951953614e-16,-0.9647672684042892,9.087650474896527,5.30825383648903e-16,4.2327252813834093e-16
61,1.0,0.05845187247788227,2.1688109041736685,-0.3676607494056187,1.3877787807814457e-17,0.6037713095978069,-6.039964865459525,-4.787836793695988e-16,4.640385298237959e-16
62,0.0,-0.45618636143462526,-1.8832215062591346,-1.8441353153940803,-1.5404344466674047e-15,5.447261882293496,4.244169032762025,-3.946495907847236e-16,3.774758283725532e-15
63,0.0,-0.5183487969989785,-0.7858518120398975,1.585378410936274,-2.123301534595612e-15,-1.1623409118394472,-15.807305368406066,-7.771561172376096e-16,-1.5855372570428017e-15
64,0.0,0.09415248964261824,9.731284621764713,1.5505390916723372,8.576472865229334e-15,-0.01770136128220965,50.73029944239143,-3.524958103184872e-15,1.186550857568136e-15
66,0.0,0.3891999850084512,0.3741782633890557,-4.020856817329704,-1.249000902703301e-16,-3.0612742822081223,-10.17311709743654,-1.6653345369377348e-16,-5.065392549852277e-16
68,0.0,0.17423837511694656,-1.238892812888198,-6.122728114961576,-5.315192730392937e-15,-0.5435218204160375,20.787841023947927,-2.498001805406602e-16,3.6637359812630166e-15
69,0.0,-1.006524979421727,-1.2577968104923665,-0.19310140799590203,-2.0816681711721685e-15,0.3152336459818045,-9.261072022866157,-1.1379786002407855e-15,4.510281037539698e-16
71,0.0,-0.7502875105737129,4.897314659792815,3.1553597348007525,-2.0409021694867135e-15,0.5014286630900995,-13.622287446680545,-6.643990912991171e-16,1.9810542095655137e-15
74,0.0,-0.23246575882663884,2.1255638340171403,0.28599489084074825,2.220446049250313e-16,-0.852550103683999,-15.930134250281677,2.498001805406602e-16,-2.3800406090401793e-15
75,0.0,0.7361495427146881,-1.8431987972981163,-0.5926235676118156,-1.0824674490095276e-15,-0.35347990095567183,-5.836094526563574,-4.371503159461554e-16,3.7470027081099033e-16
76,0.0,-0.19406959543512087,-1.8653382401782315,-2.767990017945345,-2.67841304690819e-15,1.0659269832123424,-15.095582545983069,1.4675760606763788e-15,-2.896988204881268e-15
77,0.0,-0.5860859615582283,-0.30249698988812723,0.01720627823650328,-7.105427357601002e-15,0.35430547003779844,-10.89081249876573,-5.689893001203927e-16,2.2429974544380116e-15
79,0.0,0.2552138751393768,-0.6647620691487947,-2.4741265083283546,-1.2490009027033011e-15,0.27505242221252313,7.965691953481606,9.783840404509192e-16,6.938893903907228e-18
80,0.0,0.6007468859609946,-4.798392945604949,-1.7108726026957437,-2.2898349882893854e-15,1.758755131781713,16.652364028249757,-1.0547118733938987e-15,1.609823385706477e-15
81,0.0,-0.061186966681807786,5.479648114616198,0.05536638534009003,6.38378239159465e-16,0.34993772615189456,-9.386956013790096,4.996003610813204e-16,-6.314393452555578e-16
82,0.0,-0.03800986033808773,-10.988359144859947,-6.1421239327343455,-3.0531133177191805e-15,-2.6597340675823795,6.597452412396449,-1.2490009027033011e-15,2.6645352591003757e-15
83,0.0,0.1060188303308047,4.19768003783518,0.014229685493469035,5.273559366969494e-16,0.431691995174041,-12.208812353959619,1.5681900222830336e-15,-3.1502578323738817e-15
84,0.0,-0.1018343597712007,-1.7513362051622734,0.035885087058649456,-1.6653345369377348e-15,0.14518881831590202,13.658269039393119,-2.2898349882893854e-15,2.7478019859472624e-15
85,0.0,0.2604769940148379,-4.663725901664343,-0.6404891657211811,2.067790383364354e-15,-2.7282404198232943,1.50643783468907,-3.0531133177191805e-16,-8.224757680475037e-16
86,0.0,0.3687200249924314,1.493062365991776,-0.8666028275449438,-1.412064909445121e-15,0.12646877313935478,-4.295807683332518,-1.8596235662471372e-15,6.38378239159465e-16
87,0.0,-0.07156912473341914,4.663363403601307,-3.18245752494787,-4.9960036108132044e-15,-1.5102309330253936,-21.80322859546914,-7.216449660063518e-16,1.465841337200402e-15
88,0.0,-0.23438948778744448,-1.0793665339245215,-0.17450624057677178,-1.3877787807814457e-17,0.9000931047136511,0.06395276894649893,-1.5959455978986625e-16,-1.3964523981613297e-16
90,0.0,-0.3823464379583815,0.051528228843110035,-2.6702937789369354,9.159339953157541e-16,-0.7016375974220321,-16.40127495573509,3.122502256758253e-16,-1.7069679003611782e-15
91,0.0,-0.03018280533355,0.045445959369369404,1.9696894405113083,-4.9404924595819466e-15,-1.4566091655275684,-10.458487690767697,-1.97758476261356e-16,1.6653345369377348e-15
96,0.0,0.09592452603371437,-2.9111980272550824,-1.8680411606126577,1.915134717478395e-15,0.1482381522015741,7.735203510170001,-2.7755575615628914e-17,-9.870576578308032e-16
98,0.0,-0.3227895425924219,1.0996689910281083,-0.8565455578845697,1.8457457784393227e-15,-0.30202835934901895,6.151591798416778,-5.204170427930421e-16,-2.6020852139652106e-15
99,0.0,-1.0186918760641681,-6.8978498051818224,0.776972680249592,8.326672684688674e-17,0.6722658713253885,-15.863226792467728,-1.1102230246251565e-16,9.358833152894874e-16
100,0.0,-0.3178813948413278,1.6388994859376123,-2.60133647080906,5.065392549852277e-16,-2.7455284186750184,-9.155340639769348,7.216449660063518e-16,4.2847669856627135e-16
101,0.0,0.3951909749046775,-1.5375649110991716,1.4079052753050516,1.5126788710517758e-15,2.2416202721532636,-15.535425522985445,1.1934897514720433e-15,-4.969982758673552e-16
102,0.0,0.14648840141929717,6.567560032345947,-2.9913247593288914,-6.63358257213531e-15,1.3976235611836536,-12.328882497061759,-9.645062526431047e-16,4.383212542924397e-15
